def,use
def://library/ui/src/main/res/layout/exo_player_view.xml,use://library/ui/src/main/java/com/google/android/exoplayer2/ui/PlayerView.java//R.layout.exo_player_view
def://library/ui/src/main/res/layout/exo_styled_player_view.xml,use://library/ui/src/main/java/com/google/android/exoplayer2/ui/StyledPlayerView.java//R.layout.exo_styled_player_view
def://library/ui/src/main/res/layout/exo_list_divider.xml,use://library/ui/src/main/java/com/google/android/exoplayer2/ui/TrackSelectionView.java//R.layout.exo_list_divider
def://demos/cast/src/main/res/layout/main_activity.xml,use://demos/cast/src/main/java/com/google/android/exoplayer2/castdemo/MainActivity.java//R.layout.main_activity
def://library/ui/src/main/res/layout/exo_track_selection_dialog.xml,use://library/ui/src/main/java/com/google/android/exoplayer2/ui/TrackSelectionDialogBuilder.java//R.layout.exo_track_selection_dialog
def://library/ui/src/main/res/layout/exo_styled_sub_settings_list_item.xml//LinearLayout/TextView/android:id//@+id\/exo_text,use://library/ui/src/main/java/com/google/android/exoplayer2/ui/StyledPlayerControlView.java//R.id.exo_text
def://demos/main/src/main/res/layout/player_activity.xml//FrameLayout/LinearLayout/TextView/android:id//@+id\/debug_text_view,use://demos/main/src/main/java/com/google/android/exoplayer2/demo/PlayerActivity.java//R.id.debug_text_view
def://library/ui/src/main/res/layout/exo_styled_settings_list.xml,use://library/ui/src/main/java/com/google/android/exoplayer2/ui/StyledPlayerControlView.java//R.layout.exo_styled_settings_list
def://demos/cast/src/main/res/layout/main_activity.xml//LinearLayout/RelativeLayout/com.google.android.material.floatingactionbutton.FloatingActionButton/android:id//@+id\/add_sample_button,use://demos/cast/src/main/java/com/google/android/exoplayer2/castdemo/MainActivity.java//R.id.add_sample_button
def://demos/cast/src/main/res/layout/main_activity.xml//LinearLayout/com.google.android.exoplayer2.ui.PlayerControlView/android:id//@+id\/cast_control_view,use://demos/cast/src/main/java/com/google/android/exoplayer2/castdemo/MainActivity.java//R.id.cast_control_view
