XML,JAVA
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/RelativeLayout/ImageView/android:id//@+id\/thumbImage,use://GSYVideoPlayer/app/src/main/java/com/example/gsyvideoplayer/video/MultiSampleVideo.java//R.id.thumbImage
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/RelativeLayout/ImageView/android:id//@+id\/thumbImage,use://GSYVideoPlayer/app/src/main/java/com/example/gsyvideoplayer/video/SampleCoverVideo.java//R.id.thumbImage
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/android:id//@+id\/layout_bottom,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.layout_bottom
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/TextView/android:id//@+id\/current,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.current
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/SeekBar/android:id//@+id\/progress,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.progress
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/SeekBar/android:id//@+id\/progress,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.progress
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/TextView/android:id//@+id\/total,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.total
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/ImageView/android:id//@+id\/fullscreen,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.fullscreen
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/ImageView/android:id//@+id\/fullscreen,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.fullscreen
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/ProgressBar/android:id//@+id\/bottom_progressbar,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.bottom_progressbar
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/android:id//@+id\/layout_top,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.layout_top
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/ImageView/android:id//@+id\/back,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.back
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/LinearLayout/TextView/android:id//@+id\/title,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.title
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/moe.codeest.enviews.ENDownloadView/android:id//@+id\/loading,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.loading
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/moe.codeest.enviews.ENPlayView/android:id//@+id\/start,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.start
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/moe.codeest.enviews.ENPlayView/android:id//@+id\/start,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.start
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/ImageView/android:id//@+id\/small_close,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYBaseVideoPlayer.java//R.id.small_close
def://GSYVideoPlayer/app/src/main/res/layout/video_layout_cover.xml//RelativeLayout/ImageView/android:id//@+id\/lock_screen,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.lock_screen
def://GSYVideoPlayer/app/src/main/res/layout/danmaku_layout.xml//RelativeLayout/RelativeLayout/android:id//@+id\/surface_container,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoView.java//R.id.surface_container
def://GSYVideoPlayer/app/src/main/res/layout/danmaku_layout.xml//RelativeLayout/RelativeLayout/android:id//@+id\/surface_container,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.surface_container
def://GSYVideoPlayer/app/src/main/res/layout/danmaku_layout.xml//RelativeLayout/RelativeLayout/android:id//@+id\/surface_container,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.surface_container
def://GSYVideoPlayer/app/src/main/res/layout/danmaku_layout.xml//RelativeLayout/master.flame.danmaku.ui.widget.DanmakuView/android:id//@+id\/danmaku_view,use://GSYVideoPlayer/app/src/main/java/com/example/gsyvideoplayer/video/DanmakuVideoPlayer.java//R.id.danmaku_view
def://GSYVideoPlayer/app/src/main/res/layout/danmaku_layout.xml//RelativeLayout/RelativeLayout/android:id//@+id\/thumb,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.thumb
def://GSYVideoPlayer/app/src/main/res/layout/danmaku_layout.xml//RelativeLayout/RelativeLayout/android:id//@+id\/thumb,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.thumb
def://GSYVideoPlayer/app/src/main/res/layout/danmaku_layout.xml//RelativeLayout/LinearLayout/android:id//@+id\/layout_bottom,use://GSYVideoPlayer/gsyVideoPlayer-java/src/main/java/com/shuyu/gsyvideoplayer/video/base/GSYVideoControlView.java//R.id.layout_bottom
