XML,JAVA
def://NewPipe/app/src/main/res/layout/fragment_related_items.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/list/BaseListFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/fragment_related_items.xml//RelativeLayout/ProgressBar/android:id//@+id\/loading_progress_bar,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.loading_progress_bar
def://NewPipe/app/src/main/res/layout/fragment_related_items.xml//RelativeLayout/LinearLayout/android:id//@+id\/empty_state_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view
def://NewPipe/app/src/main/res/layout/list_choose_tabs.xml//androidx.cardview.widget.CardView/RelativeLayout/androidx.appcompat.widget.AppCompatImageView/android:id//@+id\/tabIcon,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/tabs/ChooseTabsFragment.java//R.id.tabIcon
def://NewPipe/app/src/main/res/layout/list_choose_tabs.xml//androidx.cardview.widget.CardView/RelativeLayout/TextView/android:id//@+id\/tabName,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/tabs/ChooseTabsFragment.java//R.id.tabName
def://NewPipe/app/src/main/res/layout/list_choose_tabs.xml//androidx.cardview.widget.CardView/RelativeLayout/androidx.appcompat.widget.AppCompatImageView/android:id//@+id\/handle,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/tabs/ChooseTabsFragment.java//R.id.handle
def://NewPipe/app/src/main/res/layout/play_queue_item.xml//androidx.constraintlayout.widget.ConstraintLayout/android:id//@+id\/itemRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemRoot
def://NewPipe/app/src/main/res/layout/play_queue_item.xml//androidx.constraintlayout.widget.ConstraintLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/play_queue_item.xml//androidx.constraintlayout.widget.ConstraintLayout/TextView/android:id//@+id\/itemDurationView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemDurationView
def://NewPipe/app/src/main/res/layout/play_queue_item.xml//androidx.constraintlayout.widget.ConstraintLayout/TextView/android:id//@+id\/itemVideoTitleView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemVideoTitleView
def://NewPipe/app/src/main/res/layout/play_queue_item.xml//androidx.constraintlayout.widget.ConstraintLayout/TextView/android:id//@+id\/itemAdditionalDetails,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemAdditionalDetails
def://NewPipe/app/src/main/res/layout/play_queue_item.xml//androidx.constraintlayout.widget.ConstraintLayout/androidx.appcompat.widget.AppCompatImageView/android:id//@+id\/itemHandle,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemHandle
def://NewPipe/app/src/main/res/layout/activity_downloader.xml//LinearLayout/androidx.fragment.app.FragmentContainerView/android:id//@+id\/frame,use://NewPipe/app/src/main/java/org/schabi/newpipe/download/DownloadActivity.java//R.id.frame
def://NewPipe/app/src/main/res/layout/fragment_channel.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/BaseLocalListFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/fragment_channel.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/list/BaseListFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/fragment_channel.xml//RelativeLayout/ProgressBar/android:id//@+id\/loading_progress_bar,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.loading_progress_bar
def://NewPipe/app/src/main/res/layout/fragment_channel.xml//RelativeLayout/LinearLayout/android:id//@+id\/empty_state_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view
def://NewPipe/app/src/main/res/layout/fragment_search.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/BaseLocalListFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/fragment_search.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/list/BaseListFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/fragment_search.xml//RelativeLayout/ProgressBar/android:id//@+id\/loading_progress_bar,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.loading_progress_bar
def://NewPipe/app/src/main/res/layout/fragment_search.xml//RelativeLayout/LinearLayout/android:id//@+id\/empty_state_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view
def://NewPipe/app/src/main/res/layout/list_comments_item.xml//RelativeLayout/android:id//@+id\/itemRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemRoot
def://NewPipe/app/src/main/res/layout/list_comments_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_comments_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsInfoItemHolder.java//R.id.itemTitleView
def://NewPipe/app/src/main/res/layout/list_comments_item.xml//RelativeLayout/ImageView/android:id//@+id\/detail_heart_image_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsInfoItemHolder.java//R.id.detail_heart_image_view
def://NewPipe/app/src/main/res/layout/stream_quality_item.xml//RelativeLayout/ImageView/android:id//@+id\/wo_sound_icon,use://NewPipe/app/src/main/java/org/schabi/newpipe/util/StreamItemAdapter.java//R.id.wo_sound_icon
def://NewPipe/app/src/main/res/layout/stream_quality_item.xml//RelativeLayout/TextView/android:id//@+id\/stream_format_name,use://NewPipe/app/src/main/java/org/schabi/newpipe/util/StreamItemAdapter.java//R.id.stream_format_name
def://NewPipe/app/src/main/res/layout/stream_quality_item.xml//RelativeLayout/TextView/android:id//@+id\/stream_quality,use://NewPipe/app/src/main/java/org/schabi/newpipe/util/StreamItemAdapter.java//R.id.stream_quality
def://NewPipe/app/src/main/res/layout/stream_quality_item.xml//RelativeLayout/TextView/android:id//@+id\/stream_size,use://NewPipe/app/src/main/java/org/schabi/newpipe/util/StreamItemAdapter.java//R.id.stream_size
def://NewPipe/app/src/main/res/layout/dialog_playlists.xml//RelativeLayout/RelativeLayout/android:id//@+id\/newPlaylist,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/dialog/PlaylistAppendDialog.java//R.id.newPlaylist
def://NewPipe/app/src/main/res/layout/dialog_playlists.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/playlist_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/dialog/PlaylistAppendDialog.java//R.id.playlist_list
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/android:id//@+id\/itemRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemRoot
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/SelectPlaylistFragment.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/holder/PlaylistItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemStreamCountView,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/holder/PlaylistItemHolder.java//R.id.itemStreamCountView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemStreamCountView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemStreamCountView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/SelectPlaylistFragment.java//R.id.itemTitleView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/holder/PlaylistItemHolder.java//R.id.itemTitleView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemTitleView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemUploaderView,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/holder/PlaylistItemHolder.java//R.id.itemUploaderView
def://NewPipe/app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemUploaderView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemUploaderView
def://NewPipe/app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/android:id//@+id\/itemRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemRoot
def://NewPipe/app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/TextView/android:id//@+id\/itemDurationView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemDurationView
def://NewPipe/app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemHandle,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemHandle
def://NewPipe/app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/TextView/android:id//@+id\/itemVideoTitleView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemVideoTitleView
def://NewPipe/app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/TextView/android:id//@+id\/itemAdditionalDetails,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemAdditionalDetails
def://NewPipe/app/src/main/res/layout/fragment_import.xml//RelativeLayout/TextView/android:id//@+id\/info_text_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/subscription/SubscriptionsImportFragment.java//R.id.info_text_view
def://NewPipe/app/src/main/res/layout/fragment_import.xml//RelativeLayout/LinearLayout/EditText/android:id//@+id\/input_text,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/subscription/SubscriptionsImportFragment.java//R.id.input_text
def://NewPipe/app/src/main/res/layout/fragment_import.xml//RelativeLayout/LinearLayout/Button/android:id//@+id\/input_button,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/subscription/SubscriptionsImportFragment.java//R.id.input_button
def://NewPipe/app/src/main/res/layout/select_kiosk_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/select_kiosk_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/select_kiosk_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemTitleView
def://NewPipe/app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/android:id//@+id\/itemRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemRoot
def://NewPipe/app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/StreamMiniInfoItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemDurationView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemDurationView
def://NewPipe/app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemDurationView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/StreamMiniInfoItemHolder.java//R.id.itemDurationView
def://NewPipe/app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemVideoTitleView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemVideoTitleView
def://NewPipe/app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemVideoTitleView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/StreamMiniInfoItemHolder.java//R.id.itemVideoTitleView
def://NewPipe/app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemUploaderView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/StreamMiniInfoItemHolder.java//R.id.itemUploaderView
def://NewPipe/app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/org.schabi.newpipe.views.AnimatedProgressBar/android:id//@+id\/itemProgressView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/StreamMiniInfoItemHolder.java//R.id.itemProgressView
def://NewPipe/app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/android:id//@+id\/itemRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemRoot
def://NewPipe/app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/android:id//@+id\/itemRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.itemRoot
def://NewPipe/app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemCommentContentView,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.itemCommentContentView
def://NewPipe/app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/detail_thumbs_up_count_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.detail_thumbs_up_count_view
def://NewPipe/app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemPublishedTime,use://NewPipe/app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.itemPublishedTime
def://NewPipe/app/src/main/res/layout/fragment_empty.xml//RelativeLayout/androidx.core.widget.NestedScrollView/include/android:id//@+id\/empty_state_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view
def://NewPipe/app/src/main/res/layout/fragment_empty.xml//RelativeLayout/androidx.core.widget.NestedScrollView/include/android:id//@+id\/empty_state_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/EmptyFragment.java//R.id.empty_state_view
def://NewPipe/app/src/main/res/layout/fragment_bookmarks.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/BaseLocalListFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/fragment_bookmarks.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/list/BaseListFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/fragment_bookmarks.xml//RelativeLayout/include/android:id//@+id\/empty_state_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view
def://NewPipe/app/src/main/res/layout/settings_layout.xml//RelativeLayout/androidx.fragment.app.FragmentContainerView/android:id//@+id\/settings_fragment_holder,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/SettingsActivity.java//R.id.settings_fragment_holder
def://NewPipe/app/src/main/res/layout/activity_recaptcha.xml//RelativeLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar,use://NewPipe/app/src/main/java/us/shandian/giga/ui/common/ToolbarActivity.java//R.id.toolbar
def://NewPipe/app/src/main/res/layout/activity_recaptcha.xml//RelativeLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.toolbar
def://NewPipe/app/src/main/res/layout/activity_main.xml//org.schabi.newpipe.views.FocusAwareDrawerLayout/org.schabi.newpipe.views.FocusAwareCoordinator/androidx.fragment.app.FragmentContainerView/android:id//@+id\/fragment_holder,use://NewPipe/app/src/main/java/org/schabi/newpipe/util/NavigationHelper.java//R.id.fragment_holder
def://NewPipe/app/src/main/res/layout/activity_main.xml//org.schabi.newpipe.views.FocusAwareDrawerLayout/org.schabi.newpipe.views.FocusAwareCoordinator/androidx.fragment.app.FragmentContainerView/android:id//@+id\/fragment_holder,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.fragment_holder
def://NewPipe/app/src/main/res/layout/activity_main.xml//org.schabi.newpipe.views.FocusAwareDrawerLayout/org.schabi.newpipe.views.FocusAwareCoordinator/androidx.fragment.app.FragmentContainerView/android:id//@+id\/fragment_player_holder,use://NewPipe/app/src/main/java/org/schabi/newpipe/util/NavigationHelper.java//R.id.fragment_player_holder
def://NewPipe/app/src/main/res/layout/activity_main.xml//org.schabi.newpipe.views.FocusAwareDrawerLayout/org.schabi.newpipe.views.FocusAwareCoordinator/androidx.fragment.app.FragmentContainerView/android:id//@+id\/fragment_player_holder,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.fragment_player_holder
def://NewPipe/app/src/main/res/layout/fragment_instance_list.xml//RelativeLayout/TextView/android:id//@+id\/instanceHelpTV,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/PeertubeInstanceListFragment.java//R.id.instanceHelpTV
def://NewPipe/app/src/main/res/layout/fragment_instance_list.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/instances,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/PeertubeInstanceListFragment.java//R.id.instances
def://NewPipe/app/src/main/res/layout/fragment_instance_list.xml//RelativeLayout/ProgressBar/android:id//@+id\/loading_progress_bar,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.loading_progress_bar
def://NewPipe/app/src/main/res/layout/fragment_instance_list.xml//RelativeLayout/ProgressBar/android:id//@+id\/loading_progress_bar,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/PeertubeInstanceListFragment.java//R.id.loading_progress_bar
def://NewPipe/app/src/main/res/layout/fragment_instance_list.xml//RelativeLayout/com.google.android.material.floatingactionbutton.FloatingActionButton/android:id//@+id\/addInstanceButton,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/PeertubeInstanceListFragment.java//R.id.addInstanceButton
def://NewPipe/app/src/main/res/layout/list_playlist_grid_item.xml//RelativeLayout/android:id//@+id\/itemRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemRoot
def://NewPipe/app/src/main/res/layout/list_playlist_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemThumbnailView
def://NewPipe/app/src/main/res/layout/fragment_choose_tabs.xml//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/selectedTabs,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/tabs/ChooseTabsFragment.java//R.id.selectedTabs
def://NewPipe/app/src/main/res/layout/fragment_choose_tabs.xml//RelativeLayout/com.google.android.material.floatingactionbutton.FloatingActionButton/android:id//@+id\/addTabsButton,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/tabs/ChooseTabsFragment.java//R.id.addTabsButton
def://NewPipe/app/src/main/res/layout/select_channel_fragment.xml//LinearLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/local/BaseLocalListFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/select_channel_fragment.xml//LinearLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/list/BaseListFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/select_channel_fragment.xml//LinearLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/items_list,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.items_list
def://NewPipe/app/src/main/res/layout/select_channel_fragment.xml//LinearLayout/TextView/android:id//@+id\/empty_state_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view
def://NewPipe/app/src/main/res/layout/select_channel_fragment.xml//LinearLayout/TextView/android:id//@+id\/empty_state_view,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.empty_state_view
def://NewPipe/app/src/main/res/layout/select_channel_fragment.xml//LinearLayout/ProgressBar/android:id//@+id\/progressBar,use://NewPipe/app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.progressBar
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/android:id//@+id\/playbackControlRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/views/FocusAwareCoordinator.java//R.id.playbackControlRoot
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/android:id//@+id\/playbackControlRoot,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/event/CustomBottomSheetBehavior.java//R.id.playbackControlRoot
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/LinearLayout/LinearLayout/android:id//@+id\/metadataView,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/Player.java//R.id.metadataView
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/android:id//@+id\/bottomControls,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/event/CustomBottomSheetBehavior.java//R.id.bottomControls
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/android:id//@+id\/bottomControls,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/event/CustomBottomSheetBehavior.java//R.id.bottomControls
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/org.schabi.newpipe.views.FocusAwareSeekBar/android:id//@+id\/playbackSeekBar,use://NewPipe/app/src/main/java/com/google/android/material/appbar/FlingBehavior.java//R.id.playbackSeekBar
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id//@+id\/playPreviousButton,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/event/CustomBottomSheetBehavior.java//R.id.playPreviousButton
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id//@+id\/playPreviousButton,use://NewPipe/app/src/main/java/com/google/android/material/appbar/FlingBehavior.java//R.id.playPreviousButton
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id//@+id\/playPauseButton,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/event/CustomBottomSheetBehavior.java//R.id.playPauseButton
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id//@+id\/playPauseButton,use://NewPipe/app/src/main/java/com/google/android/material/appbar/FlingBehavior.java//R.id.playPauseButton
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id//@+id\/playNextButton,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/event/CustomBottomSheetBehavior.java//R.id.playNextButton
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id//@+id\/playNextButton,use://NewPipe/app/src/main/java/com/google/android/material/appbar/FlingBehavior.java//R.id.playNextButton
def://NewPipe/app/src/main/res/layout/player.xml//RelativeLayout/RelativeLayout/android:id//@+id\/itemsListPanel,use://NewPipe/app/src/main/java/org/schabi/newpipe/player/event/CustomBottomSheetBehavior.java//R.id.itemsListPanel
