def,use
def://app/src/main/res/layout/fragment_video_detail.xml[language=FILE]//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/LinearLayout/TextView/android:id[language=XML]//@+id\\/detail_controls_popup[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/handleResult/binding.detailControlsPopup[language=JAVA]
def://app/src/main/res/layout/player.xml[language=FILE]//RelativeLayout/RelativeLayout/RelativeLayout/android:id[language=XML]//@+id\\/loading_panel[language=ANY],use://app/src/main/java/org/schabi/newpipe/player/Player.java[language=FILE]//Player/onBlocked/animate/binding.loadingPanel[language=JAVA]
def://app/src/main/res/layout-large-land/fragment_video_detail.xml[language=FILE]//FrameLayout/LinearLayout/org.schabi.newpipe.views.FocusAwareCoordinator/com.google.android.material.appbar.AppBarLayout/RelativeLayout/FrameLayout/ImageView/android:id[language=XML]//@+id\\/detail_toggle_secondary_controls_view[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/showLoading/binding.detailToggleSecondaryControlsView[language=JAVA]
def://app/src/main/res/layout/fragment_video_detail.xml[language=FILE]//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/org.schabi.newpipe.views.CustomCollapsingToolbarLayout/FrameLayout/TextView/android:id[language=XML]//@+id\\/detail_position_view[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/updateProgressInfo/animate/binding.detailPositionView[language=JAVA]
def://app/src/main/res/layout/fragment_video_detail.xml[language=FILE]//FrameLayout/RelativeLayout/LinearLayout/TextView/android:id[language=XML]//@+id\\/overlay_channel_text_view[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/updateOverlayData/binding.overlayChannelTextView[language=JAVA]
def://app/src/main/res/layout-large-land/player.xml[language=FILE]//RelativeLayout/RelativeLayout/LinearLayout/ImageView/android:id[language=XML]//@+id\\/controlAnimationView[language=ANY],use://app/src/main/java/org/schabi/newpipe/player/Player.java[language=FILE]//Player/showAndAnimateControl/ObjectAnimator.ofPropertyValuesHolder/binding.controlAnimationView[language=JAVA]
def://app/src/main/res/layout/item_search_suggestion.xml[language=FILE]//RelativeLayout/LinearLayout/android:id[language=XML]//@+id\\/suggestion_search[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/list/search/SuggestionListAdapter.java[language=FILE]//SuggestionListAdapter/SuggestionItemHolder/SuggestionItemHolder/rootView.findViewById/R.id.suggestion_search[language=JAVA]
def://app/src/main/res/layout/player.xml[language=FILE]//RelativeLayout/RelativeLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id[language=XML]//@+id\\/playPreviousButton[language=ANY],use://app/src/main/java/org/schabi/newpipe/player/Player.java[language=FILE]//Player/onClick/binding.playPreviousButton[language=JAVA]
def://app/src/main/res/layout/fragment_search.xml[language=FILE],"def://app/src/main/java/org/schabi/newpipe/fragments/list/search/SearchFragment.java[language=FILE]//SearchFragment/searchBinding[varType=FragmentSearchBinding,language=JAVA]"
def://app/src/main/res/layout/download_dialog.xml[language=FILE]//RelativeLayout/RadioGroup/android:id[language=XML]//@+id\\/video_audio_group[language=ANY],use://app/src/main/java/org/schabi/newpipe/download/DownloadDialog.java[language=FILE]//DownloadDialog/prepareSelectedDownload/dialogBinding.videoAudioGroup[language=JAVA]
def://app/src/main/res/layout/list_comments_mini_item.xml[language=FILE]//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id[language=XML]//@+id\\/itemThumbnailView[language=ANY],use://app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java[language=FILE]//CommentsMiniInfoItemHolder/CommentsMiniInfoItemHolder/itemView.findViewById/R.id.itemThumbnailView[language=JAVA]
def://app/src/main/res/layout/fragment_video_detail.xml[language=FILE]//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/org.schabi.newpipe.views.CustomCollapsingToolbarLayout/FrameLayout/org.schabi.newpipe.views.AnimatedProgressBar/android:id[language=XML]//@+id\\/position_view[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/showPlaybackProgress/Math.abs/binding.positionView[language=JAVA]
def://app/src/main/res/layout/dialog_playback_parameter.xml[language=FILE]//ScrollView/RelativeLayout/RelativeLayout/RelativeLayout/TextView/android:id[language=XML]//@+id\\/pitchMinimumText[language=ANY],use://app/src/main/java/org/schabi/newpipe/player/helper/PlaybackParameterDialog.java[language=FILE]//PlaybackParameterDialog/setupPitchControl/rootView.findViewById/R.id.pitchMinimumText[language=JAVA]
def://app/src/main/res/layout-large-land/player.xml[language=FILE]//RelativeLayout/RelativeLayout/LinearLayout/androidx.appcompat.widget.AppCompatImageButton/android:id[language=XML]//@+id\\/playPauseButton[language=ANY],use://app/src/main/java/org/schabi/newpipe/player/Player.java[language=FILE]//Player/handleIntent/binding.playPauseButton[language=JAVA]
def://app/src/main/res/layout/player.xml[language=FILE]//RelativeLayout/RelativeLayout/android:id[language=XML]//@+id\\/playbackControlRoot[language=ANY],use://app/src/main/java/org/schabi/newpipe/player/Player.java[language=FILE]//Player/showControlsThenHide/animate/binding.playbackControlRoot[language=JAVA]
def://app/src/main/res/layout/dialog_playlists.xml[language=FILE]//RelativeLayout/androidx.recyclerview.widget.RecyclerView/android:id[language=XML]//@+id\\/playlist_list[language=ANY],use://app/src/main/java/org/schabi/newpipe/local/dialog/PlaylistAppendDialog.java[language=FILE]//PlaylistAppendDialog/onViewCreated/view.findViewById/R.id.playlist_list[language=JAVA]
def://app/src/main/res/layout/player.xml[language=FILE]//RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/TextView/android:id[language=XML]//@+id\\/playbackCurrentTime[language=ANY],use://app/src/main/java/org/schabi/newpipe/player/Player.java[language=FILE]//Player/onUpdateProgress/binding.playbackCurrentTime[language=JAVA]
def://app/src/main/res/layout-large-land/player.xml[language=FILE]//RelativeLayout/org.schabi.newpipe.views.ExpandableSurfaceView/android:id[language=XML]//@+id\\/surfaceView[language=ANY],use://app/src/main/java/org/schabi/newpipe/player/Player.java[language=FILE]//Player/updateStreamRelatedViews/binding.surfaceView[language=JAVA]
def://app/src/main/res/layout/fragment_video_detail.xml[language=FILE]//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/org.schabi.newpipe.views.CustomCollapsingToolbarLayout/FrameLayout/TextView/android:id[language=XML]//@+id\\/detail_duration_view[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/handleResult/animate/binding.detailDurationView[language=JAVA]
def://app/src/main/res/menu/menu_play_queue.xml[language=FILE]//menu/item/android:id[language=XML]//@+id\\/action_settings[language=ANY],use://app/src/main/java/org/schabi/newpipe/player/PlayQueueActivity.java[language=FILE]//PlayQueueActivity/onOptionsItemSelected/R.id.action_settings[language=JAVA]
def://app/src/main/res/layout/statistic_playlist_control.xml[language=FILE]//LinearLayout/RelativeLayout/ImageView/android:id[language=XML]//@+id\\/sortButtonIcon[language=ANY],use://app/src/main/java/org/schabi/newpipe/local/history/StatisticsPlaylistFragment.java[language=FILE]//StatisticsPlaylistFragment/toggleSortMode/headerBinding.sortButtonIcon[language=JAVA]
def://app/src/main/res/layout-large-land/fragment_video_detail.xml[language=FILE]//FrameLayout/LinearLayout/org.schabi.newpipe.views.FocusAwareCoordinator/com.google.android.material.appbar.AppBarLayout/android:id[language=XML]//@+id\\/app_bar_layout[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/onStateChanged/setOverlayLook/binding.appBarLayout[language=JAVA]
def://app/src/main/res/layout/fragment_video_detail.xml[language=FILE]//FrameLayout/RelativeLayout/LinearLayout/android:id[language=XML]//@+id\\/overlay_metadata_layout[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/onClick/R.id.overlay_metadata_layout[language=JAVA]
def://app/src/main/res/layout-large-land/fragment_video_detail.xml[language=FILE]//FrameLayout/LinearLayout/org.schabi.newpipe.views.FocusAwareCoordinator/com.google.android.material.appbar.AppBarLayout/org.schabi.newpipe.views.CustomCollapsingToolbarLayout/FrameLayout/TextView/android:id[language=XML]//@+id\\/detail_position_view[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/showPlaybackProgress/binding.detailPositionView[language=JAVA]
def://app/src/main/res/layout-large-land/fragment_video_detail.xml[language=FILE]//FrameLayout/LinearLayout/org.schabi.newpipe.views.FocusAwareCoordinator/com.google.android.material.appbar.AppBarLayout/org.schabi.newpipe.views.CustomCollapsingToolbarLayout/FrameLayout/org.schabi.newpipe.views.AnimatedProgressBar/android:id[language=XML]//@+id\\/position_view[language=ANY],use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java[language=FILE]//VideoDetailFragment/onPlaybackUpdate/binding.positionView[language=JAVA]
