def,use
def://app/src/main/res/menu/menu_installer.xml[]//menu/group/item/android:id[]//@+id\/soft_reboot[],use://app/src/main/java/de/robv/android/xposed/installer/util/RootUtil.java[]//fromId/R.id.soft_reboot[]
def://app/src/main/res/menu/menu_download_details.xml[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadDetailsActivity.java[]//onCreateOptionsMenu/inflater.inflate/R.menu.menu_download_details[]
def://app/src/main/res/menu/menu_download_details.xml[]//menu/item/android:id[]//@+id\/menu_share[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadDetailsActivity.java[]//onCreateOptionsMenu/menu.findItem/R.id.menu_share[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/framework_known_issue[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//refreshKnownIssue/v.findViewById/R.id.framework_known_issue[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/LinearLayout/android.support.v7.widget.CardView/LinearLayout/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/ic_manufacturer[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onCreateView/v.findViewById/R.id.ic_manufacturer[]
def://app/src/main/res/menu/context_menu_modules.xml[]//menu/item/android:id[]//@+id\/menu_play_store[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesFragment.java[]//onCreateContextMenu/menu.findItem/R.id.menu_play_store[]
def://app/src/main/res/layout/activity_container.xml[]//LinearLayout/FrameLayout/android:id[]//@+id\/container[],use://app/src/main/java/de/robv/android/xposed/installer/AboutActivity.java[]//onCreate/.add/R.id.container[]
def://app/src/main/res/menu/menu_logs.xml[]//menu/item/android:id[]//@+id\/menu_clear[],use://app/src/main/java/de/robv/android/xposed/installer/LogsFragment.java[]//onOptionsItemSelected/R.id.menu_clear[]
def://app/src/main/res/menu/menu_download_details.xml[]//menu/item/android:id[]//@+id\/menu_share[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadDetailsActivity.java[]//onOptionsItemSelected/R.id.menu_share[]
def://app/src/main/res/layout/activity_container.xml[],use://app/src/main/java/de/robv/android/xposed/installer/installation/InstallationActivity.java[]//onCreate/setContentView/R.layout.activity_container[]
def://app/src/main/res/layout/list_item_module.xml[]//android.support.v7.widget.CardView/LinearLayout/CheckBox/android:id[]//@+id\/checkbox[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesFragment.java[]//getView/view.findViewById/R.id.checkbox[]
def://app/src/main/res/layout/icon_preference_item.xml[],use://app/src/main/java/de/robv/android/xposed/installer/widget/IconListPreference.java[]//createListAdapter/return/AppArrayAdapter/R.layout.icon_preference_item[]
def://app/src/main/res/layout/activity_container.xml[]//LinearLayout/FrameLayout/android:id[]//@+id\/container[],use://app/src/main/java/de/robv/android/xposed/installer/SettingsActivity.java[]//onCreate/.add/R.id.container[]
def://app/src/main/res/layout/activity_download_details.xml[]//android.support.design.widget.CoordinatorLayout/android.support.design.widget.AppBarLayout/android.support.design.widget.TabLayout/android:id[]//@+id\/sliding_tabs[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadDetailsActivity.java[]//setupTabs/findViewById/R.id.sliding_tabs[]
def://app/src/main/res/layout/tab_support.xml[]//ScrollView/LinearLayout/android.support.v7.widget.CardView/LinearLayout/LinearLayout/android:id[]//@+id\/donateView[],use://app/src/main/java/de/robv/android/xposed/installer/SupportActivity.java[]//onCreateView/v.findViewById/R.id.donateView[]
def://app/src/main/res/menu/menu_installer.xml[]//menu/group/item/android:id[]//@+id\/reboot[],use://app/src/main/java/de/robv/android/xposed/installer/util/RootUtil.java[]//fromId/R.id.reboot[]
def://app/src/main/res/menu/context_menu_modules_bookmark.xml[]//menu/item/android:id[]//@+id\/install_bookmark[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesBookmark.java[]//onContextItemSelected/R.id.install_bookmark[]
def://app/src/main/res/layout/framework_zip_group.xml[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//addZipViews/inflater.inflate/R.layout.framework_zip_group[]
def://app/src/main/res/layout/icon_preference_item.xml[]//RelativeLayout/CheckedTextView/android:id[]//@+id\/label[],use://app/src/main/java/de/robv/android/xposed/installer/widget/IconListPreference.java[]//getView/view.findViewById/R.id.label[]
def://app/src/main/res/menu/menu_installer.xml[]//menu/group/item/android:id[]//@+id\/show_outdated[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onCreateOptionsMenu/menu.findItem/R.id.show_outdated[]
def://app/src/main/res/layout/tab_downloader.xml[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadFragment.java[]//onCreateView/inflater.inflate/R.layout.tab_downloader[]
def://app/src/main/res/layout/framework_zip_item.xml[]//LinearLayout/ImageView/android:id[]//@+id\/framework_zip_status[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//addZipView/view.findViewById/R.id.framework_zip_status[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/LinearLayout/android.support.v7.widget.CardView/LinearLayout/FrameLayout/ImageView/android:id[]//@+id\/status_icon[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//refreshInstallStatus/v.findViewById/R.id.status_icon[]
def://app/src/main/res/layout/activity_installation.xml[]//LinearLayout/RelativeLayout/Button/android:id[]//@+id\/reboot[],use://app/src/main/java/de/robv/android/xposed/installer/util/RootUtil.java[]//fromId/R.id.reboot[]
def://app/src/main/res/layout/tab_about.xml[],use://app/src/main/java/de/robv/android/xposed/installer/AboutActivity.java[]//onCreateView/inflater.inflate/R.layout.tab_about[]
def://app/src/main/res/layout/tab_downloader.xml[]//LinearLayout/android.support.v4.widget.SwipeRefreshLayout/LinearLayout/se.emilsjolander.stickylistheaders.StickyListHeadersListView/android:id[]//@+id\/listModules[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadFragment.java[]//onCreateView/v.findViewById/R.id.listModules[]
def://app/src/main/res/layout/list_item_version.xml[]//android.support.v7.widget.CardView/LinearLayout/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/txtRelType[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadDetailsVersionsFragment.java[]//getView/view.findViewById/R.id.txtRelType[]
def://app/src/main/res/menu/menu_installer.xml[]//menu/group/item/android:id[]//@+id\/reboot_recovery[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onOptionsItemSelected/R.id.reboot_recovery[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/LinearLayout/android.support.v7.widget.CardView/LinearLayout/TextView/android:id[]//@+id\/framework_install_errors[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//refreshInstallStatus/v.findViewById/R.id.framework_install_errors[]
def://app/src/main/res/layout/download_view.xml[]//merge/LinearLayout/Button/android:id[]//@+id\/btnDownload[],use://app/src/main/java/de/robv/android/xposed/installer/widget/DownloadView.java[]//DownloadView/findViewById/R.id.btnDownload[]
def://app/src/main/res/layout/icon_preference_item.xml[]//RelativeLayout/ImageView/android:id[]//@+id\/icon[],use://app/src/main/java/de/robv/android/xposed/installer/widget/IconListPreference.java[]//getView/view.findViewById/R.id.icon[]
def://app/src/main/res/layout/activity_welcome.xml[]//android.support.v4.widget.DrawerLayout/android:id[]//@+id\/drawer_layout[],use://app/src/main/java/de/robv/android/xposed/installer/WelcomeActivity.java[]//onCreate/findViewById/R.id.drawer_layout[]
def://app/src/main/res/menu/context_menu_modules.xml[]//menu/item/android:id[]//@+id\/menu_support[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesFragment.java[]//onContextItemSelected/R.id.menu_support[]
def://app/src/main/res/layout/icon_preference_item.xml[],use://app/src/main/java/de/robv/android/xposed/installer/widget/IconListPreference.java[]//getView/inflater.inflate/R.layout.icon_preference_item[]
def://app/src/main/res/layout/tab_downloader.xml[]//LinearLayout/android.support.v4.widget.SwipeRefreshLayout/LinearLayout/LinearLayout/android:id[]//@+id\/refresh_hint[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadFragment.java[]//onCreateView/v.findViewById/R.id.refresh_hint[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/LinearLayout/android.support.v7.widget.CardView/LinearLayout/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/android_version[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onCreateView/v.findViewById/R.id.android_version[]
def://app/src/main/res/layout/tab_downloader.xml[]//LinearLayout/android.support.v4.widget.SwipeRefreshLayout/android:id[]//@+id\/swiperefreshlayout[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadFragment.java[]//onCreateView/v.findViewById/R.id.swiperefreshlayout[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/LinearLayout/android.support.v7.widget.CardView/LinearLayout/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/dmverity_explanation[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//determineVerifiedBootState/v.findViewById/R.id.dmverity_explanation[]
def://app/src/main/res/layout/activity_installation.xml[]//LinearLayout/RelativeLayout/android:id[]//@+id\/buttonPanel[],use://app/src/main/java/de/robv/android/xposed/installer/installation/InstallationActivity.java[]//run/.findViewById/R.id.buttonPanel[]
def://app/src/main/res/layout/activity_container.xml[]//LinearLayout/FrameLayout/android:id[]//@+id\/container[],use://app/src/main/java/de/robv/android/xposed/installer/SupportActivity.java[]//onCreate/.add/R.id.container[]
def://app/src/main/res/menu/menu_logs.xml[]//menu/item/android:id[]//@+id\/menu_scroll_top[],use://app/src/main/java/de/robv/android/xposed/installer/LogsFragment.java[]//onOptionsItemSelected/R.id.menu_scroll_top[]
def://app/src/main/res/menu/context_menu_modules_bookmark.xml[]//menu/item/android:id[]//@+id\/install_remove_bookmark[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesBookmark.java[]//onContextItemSelected/R.id.install_remove_bookmark[]
def://app/src/main/res/menu/context_menu_modules_bookmark.xml[]//menu/item/android:id[]//@+id\/remove[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesBookmark.java[]//onContextItemSelected/R.id.remove[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/LinearLayout/android.support.v7.widget.CardView/LinearLayout/FrameLayout/android:id[]//@+id\/status_container[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//refreshInstallStatus/v.findViewById/R.id.status_container[]
def://app/src/main/res/layout-v23/list_item_download.xml[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadFragment.java[]//newView/return/mInflater.inflate/R.layout.list_item_download[]
def://app/src/main/res/layout/tab_about.xml[]//ScrollView/LinearLayout/android.support.v7.widget.CardView/LinearLayout/LinearLayout/android:id[]//@+id\/translatorsView[],use://app/src/main/java/de/robv/android/xposed/installer/AboutActivity.java[]//onCreateView/v.findViewById/R.id.translatorsView[]
def://app/src/main/res/layout/list_item_module.xml[]//android.support.v7.widget.CardView/LinearLayout/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/title[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesBookmark.java[]//BookmarkModuleAdapter/super/R.id.title[]
def://app/src/main/res/layout/list_item_module.xml[]//android.support.v7.widget.CardView/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/description[],use://app/src/main/java/de/robv/android/xposed/installer/ModulesFragment.java[]//getView/view.findViewById/R.id.description[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/android.support.v7.widget.CardView/android:id[]//@+id\/disableView[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//refreshInstallStatus/v.findViewById/R.id.disableView[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/android:id[]//@+id\/swiperefreshlayout[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onCreateView/v.findViewById/R.id.swiperefreshlayout[]
def://app/src/main/res/layout/download_view.xml[]//merge/ProgressBar/android:id[]//@+id\/progress[],use://app/src/main/java/de/robv/android/xposed/installer/widget/DownloadView.java[]//DownloadView/findViewById/R.id.progress[]
def://app/src/main/res/layout/list_item_version.xml[]//android.support.v7.widget.CardView/LinearLayout/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/txtVersion[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadDetailsVersionsFragment.java[]//getView/view.findViewById/R.id.txtVersion[]
def://app/src/main/res/layout/tab_logs.xml[]//RelativeLayout/ScrollView/HorizontalScrollView/android:id[]//@+id\/hsvLog[],use://app/src/main/java/de/robv/android/xposed/installer/LogsFragment.java[]//onCreateView/v.findViewById/R.id.hsvLog[]
def://app/src/main/res/layout/activity_download_details.xml[],use://app/src/main/java/de/robv/android/xposed/installer/DownloadDetailsActivity.java[]//onCreate/setContentView/R.layout.activity_download_details[]
def://app/src/main/res/layout/activity_container.xml[],use://app/src/main/java/de/robv/android/xposed/installer/SettingsActivity.java[]//onCreate/setContentView/R.layout.activity_container[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/LinearLayout/android.support.v7.widget.CardView/LinearLayout/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/cpu[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//onCreateView/v.findViewById/R.id.cpu[]
def://app/src/main/res/layout/status_installer.xml[]//android.support.v4.widget.SwipeRefreshLayout/ScrollView/LinearLayout/LinearLayout/android.support.v7.widget.CardView/LinearLayout/LinearLayout/LinearLayout/TextView/android:id[]//@+id\/dmverity[],use://app/src/main/java/de/robv/android/xposed/installer/installation/StatusInstallerFragment.java[]//determineVerifiedBootState/v.findViewById/R.id.dmverity[]
