JAVA,XML
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_playlist_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/play_queue_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_comments_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_playlist_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_channel_mini_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/select_kiosk_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/select_channel_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_channel_grid_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalStatisticStreamItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_playlist_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/report/ErrorActivity.java//R.id.errorMessageView,def://app/src/main/res/layout/activity_error.xml//FrameLayout/ScrollView/LinearLayout/TextView/android:id//@+id\/errorMessageView
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_controls_playlist_append,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/LinearLayout/TextView/android:id//@+id\/detail_controls_playlist_append
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_controls_playlist_append,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/LinearLayout/TextView/android:id//@+id\/detail_controls_playlist_append
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemSelected,def://app/src/main/res/layout/play_queue_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemSelected
use://app/src/main/java/us/shandian/giga/ui/adapter/MissionAdapter.java//R.id.item_more,def://app/src/main/res/layout/mission_item.xml//RelativeLayout/RelativeLayout/RelativeLayout/ImageView/android:id//@+id\/item_more
use://app/src/main/java/us/shandian/giga/ui/adapter/MissionAdapter.java//R.id.item_more,def://app/src/main/res/layout/mission_item_linear.xml//RelativeLayout/RelativeLayout/ImageView/android:id//@+id\/item_more
use://app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.detail_thumbs_up_count_view,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/detail_thumbs_up_count_view
use://app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.detail_thumbs_up_count_view,def://app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/detail_thumbs_up_count_view
use://app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.detail_thumbs_up_count_view,def://app/src/main/res/layout/list_comments_item.xml//RelativeLayout/TextView/android:id//@+id\/detail_thumbs_up_count_view
use://app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.detail_thumbs_up_count_view,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/detail_thumbs_up_count_view
use://app/src/main/java/org/schabi/newpipe/about/LicenseFragment.java//R.id.name,def://app/src/main/res/layout/item_software_component.xml//RelativeLayout/TextView/android:id//@+id\/name
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.brightnessProgressBar,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/ProgressBar/android:id//@+id\/brightnessProgressBar
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.brightnessProgressBar,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/ProgressBar/android:id//@+id\/brightnessProgressBar
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemVideoTitleView,def://app/src/main/res/layout/play_queue_item.xml//RelativeLayout/TextView/android:id//@+id\/itemVideoTitleView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemVideoTitleView,def://app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemVideoTitleView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemVideoTitleView,def://app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/TextView/android:id//@+id\/itemVideoTitleView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemVideoTitleView,def://app/src/main/res/layout/list_stream_playlist_item.xml//RelativeLayout/TextView/android:id//@+id\/itemVideoTitleView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemVideoTitleView,def://app/src/main/res/layout/list_stream_grid_item.xml//RelativeLayout/TextView/android:id//@+id\/itemVideoTitleView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemVideoTitleView,def://app/src/main/res/layout/list_stream_item.xml//RelativeLayout/TextView/android:id//@+id\/itemVideoTitleView
use://app/src/main/java/org/schabi/newpipe/local/subscription/SubscriptionFragment.java//R.id.export_to_options,def://app/src/main/res/layout/subscription_header.xml//LinearLayout/org.schabi.newpipe.views.CollapsibleView/LinearLayout/android:id//@+id\/export_to_options
use://app/src/main/java/us/shandian/giga/ui/adapter/MissionAdapter.java//R.id.pause,def://app/src/main/res/menu/mission.xml//menu/item/android:id//@+id\/pause
use://app/src/main/java/org/schabi/newpipe/util/NavigationHelper.java//R.id.fragment_holder,def://app/src/main/res/layout/settings_layout.xml//RelativeLayout/FrameLayout/android:id//@+id\/fragment_holder
use://app/src/main/java/org/schabi/newpipe/util/NavigationHelper.java//R.id.fragment_holder,def://app/src/main/res/layout/activity_main.xml//androidx.drawerlayout.widget.DrawerLayout/FrameLayout/FrameLayout/android:id//@+id\/fragment_holder
use://app/src/main/java/org/schabi/newpipe/fragments/list/channel/ChannelFragment.java//R.id.playlist_ctrl_play_popup_button,def://app/src/main/res/layout/playlist_control.xml//LinearLayout/LinearLayout/android:id//@+id\/playlist_ctrl_play_popup_button
use://app/src/main/java/org/schabi/newpipe/player/ServicePlayerActivity.java//R.id.control_playback_speed,def://app/src/main/res/layout/activity_player_queue_control.xml//RelativeLayout/RelativeLayout/TextView/android:id//@+id\/control_playback_speed
use://app/src/main/java/org/schabi/newpipe/player/ServicePlayerActivity.java//R.id.control_playback_speed,def://app/src/main/res/layout-land/activity_player_queue_control.xml//RelativeLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/control_playback_speed
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_popup_notification.xml//LinearLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_position_view,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/com.google.android.material.appbar.CollapsingToolbarLayout/FrameLayout/TextView/android:id//@+id\/detail_position_view
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_position_view,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/com.google.android.material.appbar.CollapsingToolbarLayout/FrameLayout/TextView/android:id//@+id\/detail_position_view
use://app/src/main/java/org/schabi/newpipe/player/helper/PlaybackParameterDialog.java//R.id.stepSizeOnePercent,def://app/src/main/res/layout/dialog_playback_parameter.xml//ScrollView/RelativeLayout/LinearLayout/TextView/android:id//@+id\/stepSizeOnePercent
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_search.xml//RelativeLayout/LinearLayout/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_kiosk.xml//RelativeLayout/LinearLayout/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_subscription.xml//RelativeLayout/include/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_empty.xml//RelativeLayout/androidx.core.widget.NestedScrollView/include/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_related_streams.xml//RelativeLayout/LinearLayout/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_comments.xml//RelativeLayout/LinearLayout/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/select_channel_fragment.xml//LinearLayout/TextView/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_channel.xml//RelativeLayout/LinearLayout/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_bookmarks.xml//RelativeLayout/include/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_playlist.xml//RelativeLayout/LinearLayout/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/fragments/BaseStateFragment.java//R.id.empty_state_view,def://app/src/main/res/layout/fragment_feed.xml//RelativeLayout/include/android:id//@+id\/empty_state_view
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.navigation,def://app/src/main/res/layout/drawer_layout.xml//com.google.android.material.navigation.NavigationView/com.google.android.material.navigation.NavigationView/android:id//@+id\/navigation
use://app/src/main/java/org/schabi/newpipe/report/ErrorActivity.java//R.id.errorSorryView,def://app/src/main/res/layout/activity_error.xml//FrameLayout/ScrollView/LinearLayout/TextView/android:id//@+id\/errorSorryView
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationSongName,def://app/src/main/res/layout/player_popup_notification.xml//LinearLayout/LinearLayout/TextView/android:id//@+id\/notificationSongName
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationSongName,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/LinearLayout/TextView/android:id//@+id\/notificationSongName
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationSongName,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/LinearLayout/TextView/android:id//@+id\/notificationSongName
use://app/src/main/java/org/schabi/newpipe/local/playlist/LocalPlaylistFragment.java//R.id.playlist_ctrl_play_all_button,def://app/src/main/res/layout/playlist_control.xml//LinearLayout/LinearLayout/android:id//@+id\/playlist_ctrl_play_all_button
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.volumeProgressBar,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/ProgressBar/android:id//@+id\/volumeProgressBar
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.volumeProgressBar,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/ProgressBar/android:id//@+id\/volumeProgressBar
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/list_channel_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/list_comments_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/dialog_title.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/select_channel_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/list_playlist_grid_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/list_playlist_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/list_channel_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/list_channel_grid_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/settings/SelectChannelFragment.java//R.id.itemTitleView,def://app/src/main/res/layout/select_kiosk_item.xml//RelativeLayout/TextView/android:id//@+id\/itemTitleView
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_popup_notification.xml//LinearLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.drawer_layout,def://app/src/main/res/layout/activity_main.xml//androidx.drawerlayout.widget.DrawerLayout/android:id//@+id\/drawer_layout
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.volumeRelativeLayout,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/android:id//@+id\/volumeRelativeLayout
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.volumeRelativeLayout,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/android:id//@+id\/volumeRelativeLayout
use://app/src/main/java/org/schabi/newpipe/player/helper/PlaybackParameterDialog.java//R.id.pitchMaximumText,def://app/src/main/res/layout/dialog_playback_parameter.xml//ScrollView/RelativeLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/pitchMaximumText
use://app/src/main/java/org/schabi/newpipe/fragments/MainFragment.java//R.id.action_search,def://app/src/main/res/menu/main_fragment_menu.xml//menu/item/android:id//@+id\/action_search
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemDurationView,def://app/src/main/res/layout/list_stream_grid_item.xml//RelativeLayout/TextView/android:id//@+id\/itemDurationView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemDurationView,def://app/src/main/res/layout/list_stream_playlist_item.xml//RelativeLayout/TextView/android:id//@+id\/itemDurationView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemDurationView,def://app/src/main/res/layout/play_queue_item.xml//RelativeLayout/TextView/android:id//@+id\/itemDurationView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemDurationView,def://app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/TextView/android:id//@+id\/itemDurationView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemDurationView,def://app/src/main/res/layout/list_stream_item.xml//RelativeLayout/TextView/android:id//@+id\/itemDurationView
use://app/src/main/java/org/schabi/newpipe/player/playqueue/PlayQueueItemHolder.java//R.id.itemDurationView,def://app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemDurationView
use://app/src/main/java/org/schabi/newpipe/player/PopupVideoPlayer.java//R.id.notificationContent,def://app/src/main/res/layout/player_popup_notification.xml//LinearLayout/android:id//@+id\/notificationContent
use://app/src/main/java/org/schabi/newpipe/player/PopupVideoPlayer.java//R.id.notificationContent,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/android:id//@+id\/notificationContent
use://app/src/main/java/org/schabi/newpipe/player/PopupVideoPlayer.java//R.id.notificationContent,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/android:id//@+id\/notificationContent
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_view_count_view,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/detail_view_count_view
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_view_count_view,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/detail_view_count_view
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.channelTextView,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/TextView/android:id//@+id\/channelTextView
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.channelTextView,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/TextView/android:id//@+id\/channelTextView
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.menu_options_about_group,def://app/src/main/res/menu/drawer_items.xml//menu/group/android:id//@+id\/menu_options_about_group
use://app/src/main/java/org/schabi/newpipe/player/PopupVideoPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/player/PopupVideoPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_popup_notification.xml//LinearLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/player/PopupVideoPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalPlaylistStreamItemHolder.java//R.id.itemHandle,def://app/src/main/res/layout/list_stream_playlist_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemHandle
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalPlaylistStreamItemHolder.java//R.id.itemHandle,def://app/src/main/res/layout/play_queue_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemHandle
use://app/src/main/java/org/schabi/newpipe/local/holder/LocalPlaylistStreamItemHolder.java//R.id.itemHandle,def://app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemHandle
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.navigation,def://app/src/main/res/layout/drawer_layout.xml//com.google.android.material.navigation.NavigationView/com.google.android.material.navigation.NavigationView/android:id//@+id\/navigation
use://app/src/main/java/org/schabi/newpipe/player/helper/PlaybackParameterDialog.java//R.id.tempoStepDown,def://app/src/main/res/layout/dialog_playback_parameter.xml//ScrollView/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/tempoStepDown
use://app/src/main/java/org/schabi/newpipe/player/ServicePlayerActivity.java//R.id.action_system_audio,def://app/src/main/res/menu/menu_play_queue.xml//menu/item/android:id//@+id\/action_system_audio
use://app/src/main/java/org/schabi/newpipe/fragments/list/channel/ChannelFragment.java//R.id.menu_item_rss,def://app/src/main/res/menu/menu_channel.xml//menu/item/android:id//@+id\/menu_item_rss
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.tablayout,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.tabs.TabLayout/android:id//@+id\/tablayout
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.tablayout,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.tabs.TabLayout/android:id//@+id\/tablayout
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.playNextButton,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/playNextButton
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.playNextButton,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/playNextButton
use://app/src/main/java/org/schabi/newpipe/local/playlist/LocalPlaylistFragment.java//R.id.playlist_ctrl_play_bg_button,def://app/src/main/res/layout/playlist_control.xml//LinearLayout/LinearLayout/android:id//@+id\/playlist_ctrl_play_bg_button
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_controls_download,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/LinearLayout/TextView/android:id//@+id\/detail_controls_download
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_controls_download,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/LinearLayout/TextView/android:id//@+id\/detail_controls_download
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.menu_tabs_group,def://app/src/main/res/menu/drawer_items.xml//menu/group/android:id//@+id\/menu_tabs_group
use://app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.itemCommentContentView,def://app/src/main/res/layout/list_comments_item.xml//RelativeLayout/TextView/android:id//@+id\/itemCommentContentView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.itemCommentContentView,def://app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/itemCommentContentView
use://app/src/main/java/org/schabi/newpipe/settings/tabs/ChooseTabsFragment.java//R.id.tabIcon,def://app/src/main/res/layout/list_choose_tabs.xml//androidx.cardview.widget.CardView/RelativeLayout/androidx.appcompat.widget.AppCompatImageView/android:id//@+id\/tabIcon
use://app/src/main/java/org/schabi/newpipe/settings/tabs/ChooseTabsFragment.java//R.id.tabIcon,def://app/src/main/res/layout/list_choose_tabs_dialog.xml//RelativeLayout/androidx.appcompat.widget.AppCompatImageView/android:id//@+id\/tabIcon
use://app/src/main/java/us/shandian/giga/ui/fragment/MissionsFragment.java//R.id.switch_mode,def://app/src/main/res/menu/download_menu.xml//menu/item/android:id//@+id\/switch_mode
use://app/src/main/java/org/schabi/newpipe/about/AboutActivity.java//R.id.github_link,def://app/src/main/res/layout/fragment_about.xml//androidx.core.widget.NestedScrollView/LinearLayout/Button/android:id//@+id\/github_link
