JAVA,XML
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_description_view,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/LinearLayout/TextView/android:id//@+id\/detail_description_view
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_thumbs_up_count_view,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/detail_thumbs_up_count_view
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_thumbs_up_count_view,def://app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/TextView/android:id//@+id\/detail_thumbs_up_count_view
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_thumbs_up_count_view,def://app/src/main/res/layout/list_comments_item.xml//RelativeLayout/TextView/android:id//@+id\/detail_thumbs_up_count_view
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_thumbs_up_count_view,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/detail_thumbs_up_count_view
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/toolbar_layout.xml//LinearLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/activity_recaptcha.xml//RelativeLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/activity_about.xml//androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout-land/activity_player_queue_control.xml//RelativeLayout/com.google.android.material.appbar.AppBarLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/activity_player_queue_control.xml//RelativeLayout/com.google.android.material.appbar.AppBarLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/report/ErrorActivity.java//R.id.errorInfosView,def://app/src/main/res/layout/activity_error.xml//FrameLayout/ScrollView/LinearLayout/LinearLayout/HorizontalScrollView/TextView/android:id//@+id\/errorInfosView
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.drawer_layout,def://app/src/main/res/layout/activity_main.xml//androidx.drawerlayout.widget.DrawerLayout/android:id//@+id\/drawer_layout
use://app/src/main/java/org/schabi/newpipe/local/subscription/SubscriptionFragment.java//R.id.import_export_options,def://app/src/main/res/layout/subscription_header.xml//LinearLayout/org.schabi.newpipe.views.CollapsibleView/android:id//@+id\/import_export_options
use://app/src/main/java/us/shandian/giga/ui/fragment/MissionsFragment.java//R.id.mission_recycler,def://app/src/main/res/layout/missions.xml//LinearLayout/androidx.recyclerview.widget.RecyclerView/android:id//@+id\/mission_recycler
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/toolbar_layout.xml//LinearLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/activity_recaptcha.xml//RelativeLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/activity_about.xml//androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout-land/activity_player_queue_control.xml//RelativeLayout/com.google.android.material.appbar.AppBarLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/activity_player_queue_control.xml//RelativeLayout/com.google.android.material.appbar.AppBarLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.switchPopup,def://app/src/main/res/menu/menu_videooptions.xml//menu/item/android:id//@+id\/switchPopup
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.switchPopup,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/switchPopup
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.switchPopup,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/switchPopup
use://app/src/main/java/org/schabi/newpipe/download/DownloadDialog.java//R.id.video_button,def://app/src/main/res/layout/download_dialog.xml//RelativeLayout/RadioGroup/RadioButton/android:id//@+id\/video_button
use://app/src/main/java/org/schabi/newpipe/report/ErrorActivity.java//R.id.menu_item_share_error,def://app/src/main/res/menu/error_menu.xml//menu/item/android:id//@+id\/menu_item_share_error
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_channel_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_playlist_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/play_queue_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_comments_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_playlist_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_channel_mini_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/select_kiosk_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/select_channel_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_channel_grid_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/settings/SelectKioskFragment.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_playlist_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_thumbnail_root_layout,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/com.google.android.material.appbar.CollapsingToolbarLayout/FrameLayout/android:id//@+id\/detail_thumbnail_root_layout
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_thumbnail_root_layout,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/com.google.android.material.appbar.CollapsingToolbarLayout/FrameLayout/android:id//@+id\/detail_thumbnail_root_layout
use://app/src/main/java/org/schabi/newpipe/player/helper/PlaybackParameterDialog.java//R.id.stepSizeOneHundredPercent,def://app/src/main/res/layout/dialog_playback_parameter.xml//ScrollView/RelativeLayout/LinearLayout/TextView/android:id//@+id\/stepSizeOneHundredPercent
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_popup_notification.xml//LinearLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationRepeat,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/notificationRepeat
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationFForward,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/notificationFForward
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationFForward,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/ImageButton/android:id//@+id\/notificationFForward
use://app/src/main/java/org/schabi/newpipe/util/NavigationHelper.java//R.id.fragment_holder,def://app/src/main/res/layout/settings_layout.xml//RelativeLayout/FrameLayout/android:id//@+id\/fragment_holder
use://app/src/main/java/org/schabi/newpipe/util/NavigationHelper.java//R.id.fragment_holder,def://app/src/main/res/layout/activity_main.xml//androidx.drawerlayout.widget.DrawerLayout/FrameLayout/FrameLayout/android:id//@+id\/fragment_holder
use://app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.detail_thumbs_down_count_view,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/detail_thumbs_down_count_view
use://app/src/main/java/org/schabi/newpipe/info_list/holder/CommentsMiniInfoItemHolder.java//R.id.detail_thumbs_down_count_view,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/detail_thumbs_down_count_view
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_playlist_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_channel_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_playlist_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/play_queue_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_comments_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_playlist_grid_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_playlist_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_channel_mini_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/select_kiosk_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_stream_mini_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/select_channel_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_comments_mini_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_channel_grid_item.xml//RelativeLayout/de.hdodenhof.circleimageview.CircleImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/info_list/holder/PlaylistMiniInfoItemHolder.java//R.id.itemThumbnailView,def://app/src/main/res/layout/list_playlist_item.xml//RelativeLayout/ImageView/android:id//@+id\/itemThumbnailView
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayerActivity.java//R.id.action_switch_popup,def://app/src/main/res/menu/menu_play_queue_bg.xml//menu/item/android:id//@+id\/action_switch_popup
use://app/src/main/java/org/schabi/newpipe/player/ServicePlayerActivity.java//R.id.song_name,def://app/src/main/res/layout-land/activity_player_queue_control.xml//RelativeLayout/RelativeLayout/LinearLayout/TextView/android:id//@+id\/song_name
use://app/src/main/java/org/schabi/newpipe/player/ServicePlayerActivity.java//R.id.song_name,def://app/src/main/res/layout/activity_player_queue_control.xml//RelativeLayout/RelativeLayout/LinearLayout/TextView/android:id//@+id\/song_name
use://app/src/main/java/org/schabi/newpipe/fragments/list/playlist/PlaylistFragment.java//R.id.menu_item_bookmark,def://app/src/main/res/menu/menu_playlist.xml//menu/item/android:id//@+id\/menu_item_bookmark
use://app/src/main/java/org/schabi/newpipe/player/PopupVideoPlayer.java//R.id.notificationStop,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/ImageButton/android:id//@+id\/notificationStop
use://app/src/main/java/org/schabi/newpipe/player/PopupVideoPlayer.java//R.id.notificationStop,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/ImageButton/android:id//@+id\/notificationStop
use://app/src/main/java/org/schabi/newpipe/player/PopupVideoPlayer.java//R.id.notificationStop,def://app/src/main/res/layout/player_popup_notification.xml//LinearLayout/ImageButton/android:id//@+id\/notificationStop
use://app/src/main/java/org/schabi/newpipe/player/VideoPlayer.java//R.id.playbackSpeed,def://app/src/main/res/layout/player_popup.xml//FrameLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/playbackSpeed
use://app/src/main/java/org/schabi/newpipe/player/VideoPlayer.java//R.id.playbackSpeed,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/playbackSpeed
use://app/src/main/java/org/schabi/newpipe/player/VideoPlayer.java//R.id.playbackSpeed,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/RelativeLayout/TextView/android:id//@+id\/playbackSpeed
use://app/src/main/java/org/schabi/newpipe/util/NavigationHelper.java//R.id.fragment_holder,def://app/src/main/res/layout/settings_layout.xml//RelativeLayout/FrameLayout/android:id//@+id\/fragment_holder
use://app/src/main/java/org/schabi/newpipe/util/NavigationHelper.java//R.id.fragment_holder,def://app/src/main/res/layout/activity_main.xml//androidx.drawerlayout.widget.DrawerLayout/FrameLayout/FrameLayout/android:id//@+id\/fragment_holder
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/toolbar_layout.xml//LinearLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/activity_recaptcha.xml//RelativeLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/activity_about.xml//androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout-land/activity_player_queue_control.xml//RelativeLayout/com.google.android.material.appbar.AppBarLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.toolbar,def://app/src/main/res/layout/activity_player_queue_control.xml//RelativeLayout/com.google.android.material.appbar.AppBarLayout/androidx.appcompat.widget.Toolbar/android:id//@+id\/toolbar
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationProgressBar,def://app/src/main/res/layout/player_notification.xml//FrameLayout/ProgressBar/android:id//@+id\/notificationProgressBar
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationProgressBar,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/ProgressBar/android:id//@+id\/notificationProgressBar
use://app/src/main/java/org/schabi/newpipe/MainActivity.java//R.id.menu_tabs_group,def://app/src/main/res/menu/drawer_items.xml//menu/group/android:id//@+id\/menu_tabs_group
use://app/src/main/java/us/shandian/giga/ui/fragment/MissionsFragment.java//R.id.start_downloads,def://app/src/main/res/menu/download_menu.xml//menu/item/android:id//@+id\/start_downloads
use://app/src/main/java/us/shandian/giga/ui/adapter/MissionAdapter.java//R.id.menu_item_share,def://app/src/main/res/menu/menu_playlist.xml//menu/item/android:id//@+id\/menu_item_share
use://app/src/main/java/us/shandian/giga/ui/adapter/MissionAdapter.java//R.id.menu_item_share,def://app/src/main/res/menu/mission.xml//menu/item/android:id//@+id\/menu_item_share
use://app/src/main/java/us/shandian/giga/ui/adapter/MissionAdapter.java//R.id.menu_item_share,def://app/src/main/res/menu/menu_channel.xml//menu/item/android:id//@+id\/menu_item_share
use://app/src/main/java/us/shandian/giga/ui/adapter/MissionAdapter.java//R.id.menu_item_share,def://app/src/main/res/menu/video_detail_menu.xml//menu/item/android:id//@+id\/menu_item_share
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationPlayPause,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/notificationPlayPause
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationPlayPause,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/ImageButton/android:id//@+id\/notificationPlayPause
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationPlayPause,def://app/src/main/res/layout/player_popup_notification.xml//LinearLayout/ImageButton/android:id//@+id\/notificationPlayPause
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.titleTextView,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/TextView/android:id//@+id\/titleTextView
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.titleTextView,def://app/src/main/res/layout/select_channel_fragment.xml//LinearLayout/TextView/android:id//@+id\/titleTextView
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.titleTextView,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/RelativeLayout/RelativeLayout/RelativeLayout/LinearLayout/TextView/android:id//@+id\/titleTextView
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.titleTextView,def://app/src/main/res/layout/select_kiosk_fragment.xml//LinearLayout/TextView/android:id//@+id\/titleTextView
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationFRewind,def://app/src/main/res/layout/player_notification_expanded.xml//RelativeLayout/RelativeLayout/ImageButton/android:id//@+id\/notificationFRewind
use://app/src/main/java/org/schabi/newpipe/player/BackgroundPlayer.java//R.id.notificationFRewind,def://app/src/main/res/layout/player_notification.xml//FrameLayout/LinearLayout/ImageButton/android:id//@+id\/notificationFRewind
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.playQueuePanel,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/RelativeLayout/android:id//@+id\/playQueuePanel
use://app/src/main/java/org/schabi/newpipe/player/MainVideoPlayer.java//R.id.playQueuePanel,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/RelativeLayout/android:id//@+id\/playQueuePanel
use://app/src/main/java/org/schabi/newpipe/download/DownloadDialog.java//R.id.audio_button,def://app/src/main/res/layout/download_dialog.xml//RelativeLayout/RadioGroup/RadioButton/android:id//@+id\/audio_button
use://app/src/main/java/us/shandian/giga/ui/fragment/MissionsFragment.java//R.id.clear_list,def://app/src/main/res/menu/download_menu.xml//menu/item/android:id//@+id\/clear_list
use://app/src/main/java/org/schabi/newpipe/local/history/StatisticsPlaylistFragment.java//R.id.action_history_clear,def://app/src/main/res/menu/menu_history.xml//menu/item/android:id//@+id\/action_history_clear
use://app/src/main/java/org/schabi/newpipe/player/VideoPlayer.java//R.id.controlAnimationView,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/LinearLayout/ImageView/android:id//@+id\/controlAnimationView
use://app/src/main/java/org/schabi/newpipe/player/VideoPlayer.java//R.id.controlAnimationView,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/LinearLayout/ImageView/android:id//@+id\/controlAnimationView
use://app/src/main/java/org/schabi/newpipe/player/VideoPlayer.java//R.id.controlAnimationView,def://app/src/main/res/layout/player_popup.xml//FrameLayout/LinearLayout/ImageView/android:id//@+id\/controlAnimationView
use://app/src/main/java/us/shandian/giga/ui/adapter/MissionAdapter.java//R.id.cancel,def://app/src/main/res/menu/mission.xml//menu/item/android:id//@+id\/cancel
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_controls_background,def://app/src/main/res/layout-large-land/fragment_video_detail.xml//LinearLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/LinearLayout/TextView/android:id//@+id\/detail_controls_background
use://app/src/main/java/org/schabi/newpipe/fragments/detail/VideoDetailFragment.java//R.id.detail_controls_background,def://app/src/main/res/layout/fragment_video_detail.xml//FrameLayout/androidx.coordinatorlayout.widget.CoordinatorLayout/com.google.android.material.appbar.AppBarLayout/RelativeLayout/LinearLayout/LinearLayout/TextView/android:id//@+id\/detail_controls_background
use://app/src/main/java/org/schabi/newpipe/player/VideoPlayer.java//R.id.subtitleView,def://app/src/main/res/layout/player_popup.xml//FrameLayout/com.google.android.exoplayer2.ui.AspectRatioFrameLayout/com.google.android.exoplayer2.ui.SubtitleView/android:id//@+id\/subtitleView
use://app/src/main/java/org/schabi/newpipe/player/VideoPlayer.java//R.id.subtitleView,def://app/src/main/res/layout/activity_main_player.xml//RelativeLayout/com.google.android.exoplayer2.ui.SubtitleView/android:id//@+id\/subtitleView
use://app/src/main/java/org/schabi/newpipe/player/VideoPlayer.java//R.id.subtitleView,def://app/src/main/res/layout-large-land/activity_main_player.xml//RelativeLayout/com.google.android.exoplayer2.ui.SubtitleView/android:id//@+id\/subtitleView
use://app/src/main/java/org/schabi/newpipe/fragments/list/playlist/PlaylistFragment.java//R.id.menu_item_openInBrowser,def://app/src/main/res/menu/menu_channel.xml//menu/item/android:id//@+id\/menu_item_openInBrowser
use://app/src/main/java/org/schabi/newpipe/fragments/list/playlist/PlaylistFragment.java//R.id.menu_item_openInBrowser,def://app/src/main/res/menu/menu_playlist.xml//menu/item/android:id//@+id\/menu_item_openInBrowser
use://app/src/main/java/org/schabi/newpipe/fragments/list/playlist/PlaylistFragment.java//R.id.menu_item_openInBrowser,def://app/src/main/res/menu/video_detail_menu.xml//menu/item/android:id//@+id\/menu_item_openInBrowser
