use,def
def://src/main/java/com/jeecg/demo/controller/JformOrderTicket2Controller.java[]//list/return/ModelAndView[]//com\/jeecg\/demo\/jformOrderMain2\/jformOrderTicket2\/list[],def://src/main/webapp/webpage/com/jeecg/demo/jformOrderMain2/jformOrderTicket2/list.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgFormDemoController.java[]//multiSelect/return/ModelAndView[]//com\/jeecg\/demo\/select_multi[],def://src/main/webapp/webpage/com/jeecg/demo/select_multi.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//natureAceTableDemo/return/ModelAndView[]//com\/jeecg\/demo\/jeecgDemo-nature-ace-list[],def://src/main/webapp/webpage/com/jeecg/demo/jeecgDemo-nature-ace-list.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/TSCompanyPositionController.java[]//upload/return/ModelAndView[]//common\/upload\/pub_excel_upload[],def://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgFormDemoController.java[]//plupload3/return/ModelAndView[]//com\/jeecg\/demo\/plupload\/plupload3[],def://src/main/webapp/webpage/com/jeecg/demo/plupload/plupload3.jsp[]
use://src/main/webapp/webpage/com/jeecg/demo/orderOne2Many/departSelect.jsp[]//html/body/input/value[]//${defaultName}[],def://src/main/java/com/jeecg/demo/controller/JformOrderMainController.java[]//departSelect/req.setAttribute[]//defaultName[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//goNatureAceTableAdd/return/ModelAndView[]//com\/jeecg\/demo\/jeecgDemo-nature-ace-add[],def://src/main/webapp/webpage/com/jeecg/demo/jeecgDemo-nature-ace-add.jsp[]
def://src/main/java/org/jeecgframework/web/cgreport/controller/core/CgreportConfigHeadController.java[]//cgreportConfigItemList/return/ModelAndView[]//jeecg\/cgreport\/core\/cgreportConfigItemList[],def://src/main/webapp/webpage/jeecg/cgreport/core/cgreportConfigItemList.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgFormDemoController.java[]//qrcode/return/ModelAndView[]//com\/jeecg\/demo\/form_QRCode[],def://src/main/webapp/webpage/com/jeecg/demo/form_QRCode.jsp[]
def://src/main/java/org/jeecgframework/web/cgform/controller/template/CgformTemplateController.java[]//upload/return/ModelAndView[]//common\/upload\/pub_excel_upload[],def://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//bootStrapEchartsDemo/return/ModelAndView[]//com\/jeecg\/demo\/echartsDemo\/bootstrap-echarts[],def://src/main/webapp/webpage/com/jeecg/demo/echartsDemo/bootstrap-echarts.jsp[]
def://src/main/java/com/jeecg/demo/controller/JformOrderMain2Controller.java[]//index/return/ModelAndView[]//com\/jeecg\/demo\/jformOrderMain2\/jformOrderMain2Index[],def://src/main/webapp/webpage/com/jeecg/demo/jformOrderMain2/jformOrderMain2Index.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/DepartAuthGroupController.java[]//addOrUpdate/return/ModelAndView[]//system\/authGroup\/authGroupSet[],def://src/main/webapp/webpage/system/authGroup/authGroupSet.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//vueBootstrapTableList/return/ModelAndView[]//com\/jeecg\/demo\/vueBootstrapTableList[],def://src/main/webapp/webpage/com/jeecg/demo/vueBootstrapTableList.jsp[]
def://src/main/java/org/jeecgframework/web/system/sms/controller/TSSmsSqlController.java[]//goAdd/return/ModelAndView[]//system\/sms\/tSSmsSql-add[],def://src/main/webapp/webpage/system/sms/tSSmsSql-add.jsp[]
use://src/main/webapp/webpage/system/authGroup/depart_role.jsp[]//html/body/div/div/input/value[]//${userName}[],def://src/main/java/org/jeecgframework/web/system/controller/core/DepartAuthGroupController.java[]//list/request.setAttribute[]//userName[]
use://src/main/webapp/webpage/system/notice/noticeAuthorityUserList.jsp[]//html/body/t:datagrid/actionurl[]//${noticeId}[],def://src/main/java/org/jeecgframework/web/system/controller/core/NoticeAuthorityUserController.java[]//noticeAuthorityUser/request.setAttribute[]//noticeId[]
use://src/main/webapp/webpage/system/user/user.jsp[]//html/body/t:formvalid/table/tbody/tr/td/input/value[]//${id}[],def://src/main/java/org/jeecgframework/web/system/controller/core/UserController.java[]//addorupdate/req.setAttribute[]//id[]
def://src/main/java/org/jeecgframework/web/system/controller/core/LoginController.java[]//shortcut_top/return/ModelAndView[]//main\/shortcut_top[],def://src/main/webapp/webpage/main/shortcut_top.jsp[]
use://src/main/webapp/webpage/system/organzation/myDepartUserList.jsp[]//html/body/div/div/t:datagrid/actionurl[]//${departid}[],def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//myUserOrgList/request.setAttribute[]//departid[]
def://src/main/java/com/jeecg/demo/controller/JformOrderCustomer2Controller.java[]//upload/return/ModelAndView[]//common\/upload\/pub_excel_upload[],def://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/TSInterfaceController.java[]//addorupdate/return/ModelAndView[]//system\/tsinterface\/interface[],def://src/main/webapp/webpage/system/tsinterface/interface.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//goChart/return/ModelAndView[]//com\/jeecg\/demo\/logrp-chart[],def://src/main/webapp/webpage/com/jeecg/demo/logrp-chart.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/SystemController.java[]//dataLogList/return/ModelAndView[]//system\/dataLog\/dataLogList[],def://src/main/webapp/webpage/system/dataLog/dataLogList.jsp[]
def://src/main/java/org/jeecgframework/web/cgform/controller/config/CgFormHeadController.java[]//upload/return[]//jeecg\/cgform\/config\/cgformColUpload[],def://src/main/webapp/webpage/jeecg/cgform/config/cgformColUpload.jsp[]
use://src/main/webapp/webpage/system/operation/operationList.jsp[]//html/body/t:datagrid/actionurl[]//${functionId}[],def://src/main/java/org/jeecgframework/web/system/controller/core/FunctionController.java[]//operation/request.setAttribute[]//functionId[]
def://src/main/java/org/jeecgframework/web/system/controller/core/DepartAuthGroupController.java[]//departSelect/return[]//system\/authGroup\/authDeptSelect[],def://src/main/webapp/webpage/system/authGroup/authDeptSelect.jsp[]
use://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]//html/body/t:formvalid/fieldset/div/t:upload/uploader[]//${controller_name}[],def://src/main/java/com/jeecg/demo/controller/JformOrderTicket2Controller.java[]//upload/req.setAttribute[]//controller_name[]
use://src/main/webapp/webpage/system/depart/noCurDepartUserList.jsp[]//html/body/div/t:formvalid/action[]//${orgId}[],def://src/main/java/org/jeecgframework/web/system/controller/core/DepartController.java[]//goAddUserToOrg/req.setAttribute[]//orgId[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//InstrumenDtiagram/return/ModelAndView[]//com\/jeecg\/demo\/echartsDemo\/InstrumentDiagram[],def://src/main/webapp/webpage/com/jeecg/demo/echartsDemo/InstrumentDiagram.jsp[]
def://src/main/java/org/jeecgframework/web/cgdynamgraph/controller/CgDynamGraphConfigHeadController.java[]//goUpdate/return/ModelAndView[]//jeecg\/cgdynamgraph\/core\/cgDynamGraphConfigHead-update[],def://src/main/webapp/webpage/jeecg/cgdynamgraph/core/cgDynamGraphConfigHead-update.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/LoginController.java[]//goPwdInit/return[]//login\/pwd_init[],def://src/main/webapp/webpage/login/pwd_init.jsp[]
use://src/main/webapp/webpage/jeecg/cgform/config/cgformColUpload.jsp[]//html/body/t:formvalid/input/value[]//${headId }[],def://src/main/java/org/jeecgframework/web/cgform/controller/config/CgFormHeadController.java[]//upload/request.setAttribute[]//headId[]
def://src/main/java/org/jeecgframework/web/system/controller/core/DepartController.java[]//orgSelect/return[]//system\/depart\/orgSelect[],def://src/main/webapp/webpage/system/depart/orgSelect.jsp[]
use://src/main/webapp/webpage/system/organzation/departUserList.jsp[]//html/body/t:datagrid/t:dgtoolbar/url[]//${departid}[],def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//userList/request.setAttribute[]//departid[]
def://src/main/java/org/jeecgframework/web/cgform/controller/enhance/CgformEnhanceJavaController.java[]//addorupdate/return/ModelAndView[]//jeecg\/cgform\/enhance\/cgformEnhanceJava[],def://src/main/webapp/webpage/jeecg/cgform/enhance/cgformEnhanceJava.jsp[]
use://src/main/webapp/webpage/system/authGroup/addUserSelect.jsp[]//html/body/div/div/t:datagrid/actionurl[]//${groupId}[],def://src/main/java/org/jeecgframework/web/system/controller/core/DepartAuthGroupController.java[]//addUserSelect/request.setAttribute[]//groupId[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//list/return/ModelAndView[]//com\/jeecg\/demo\/jeecgDemoList[],def://src/main/webapp/webpage/com/jeecg/demo/jeecgDemoList.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/UserController.java[]//changepasswordforuser/return/ModelAndView[]//system\/user\/adminchangepwd[],def://src/main/webapp/webpage/system/user/adminchangepwd.jsp[]
def://src/main/java/org/jeecgframework/web/cgform/controller/build/CgformSqlController.java[]//toCgformMigrate/return/ModelAndView[]//jeecg\/cgform\/config\/cgformMigrateSqlInclude[],def://src/main/webapp/webpage/jeecg/cgform/config/cgformMigrateSqlInclude.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgFormDemoController.java[]//siteSelect/return/ModelAndView[]//com\/jeecg\/demo\/siteSelect[],def://src/main/webapp/webpage/com/jeecg/demo/siteSelect.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//rowListDemo/return/ModelAndView[]//com\/jeecg\/demo\/list_rowedtior[],def://src/main/webapp/webpage/com/jeecg/demo/list_rowedtior.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//mysearchListDemo/return/ModelAndView[]//com\/jeecg\/demo\/taglist_mysearch[],def://src/main/webapp/webpage/com/jeecg/demo/taglist_mysearch.jsp[]
use://src/main/webapp/webpage/login/login.jsp[]//html/body/div/div/div/div/div/div/div/div/form/input/value[]//${ReturnURL }[],def://src/main/java/org/jeecgframework/web/system/controller/core/SSOController.java[]//toLogin/request.setAttribute[]//ReturnURL[]
def://src/main/java/org/jeecgframework/web/system/sms/controller/TSSmsSqlController.java[]//goUpdate/return/ModelAndView[]//system\/sms\/tSSmsSql-update[],def://src/main/webapp/webpage/system/sms/tSSmsSql-update.jsp[]
def://src/main/java/org/jeecgframework/web/system/sms/controller/TSSmsController.java[]//goMySmsList/return/ModelAndView[]//system\/sms\/mySmsList[],def://src/main/webapp/webpage/system/sms/mySmsList.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/MutiLangController.java[]//mutiLang/return/ModelAndView[]//system\/mutilang\/mutiLangList[],def://src/main/webapp/webpage/system/mutilang/mutiLangList.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/TimeTaskController.java[]//timeTask/return/ModelAndView[]//system\/timetask\/timeTaskList[],def://src/main/webapp/webpage/system/timetask/timeTaskList.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/DynamicDataSourceController.java[]//dbSource/return/ModelAndView[]//system\/dbsource\/dbSourceList[],def://src/main/webapp/webpage/system/dbsource/dbSourceList.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//myDepart/return/ModelAndView[]//system\/organzation\/myDepartList[],def://src/main/webapp/webpage/system/organzation/myDepartList.jsp[]
use://src/main/webapp/webpage/jeecg/cgdynamgraph/core/cgDynamGraphConfigParamList.jsp[]//html/body/div/c:foreach/items[]//${cgDynamGraphConfigParamList}[],def://src/main/java/org/jeecgframework/web/cgdynamgraph/controller/CgDynamGraphConfigHeadController.java[]//cgDynamGraphConfigParamList/req.setAttribute[]//cgDynamGraphConfigParamList[]
def://src/main/java/org/jeecgframework/web/cgdynamgraph/controller/CgDynamGraphConfigHeadController.java[]//cgDynamGraphConfigItemList/return/ModelAndView[]//jeecg\/cgdynamgraph\/core\/cgDynamGraphConfigItemList[],def://src/main/webapp/webpage/jeecg/cgdynamgraph/core/cgDynamGraphConfigItemList.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//upload/return/ModelAndView[]//common\/upload\/pub_excel_upload[],def://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]
def://src/main/java/org/jeecgframework/web/system/sms/controller/TSSmsController.java[]//goSmsDetail/return/ModelAndView[]//system\/sms\/mySms-info[],def://src/main/webapp/webpage/system/sms/mySms-info.jsp[]
use://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]//html/body/t:formvalid/fieldset/div/t:upload/uploader[]//${controller_name}[],def://src/main/java/org/jeecgframework/web/system/controller/core/TSDictTableConfigController.java[]//upload/req.setAttribute[]//controller_name[]
use://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]//html/body/t:formvalid/fieldset/div/t:upload/uploader[]//${controller_name}[],def://src/main/java/org/jeecgframework/web/system/controller/core/RoleController.java[]//upload/req.setAttribute[]//controller_name[]
def://src/main/java/org/jeecgframework/web/system/controller/core/SystemController.java[]//operate/return/ModelAndView[]//system\/role\/functionList[],def://src/main/webapp/webpage/system/role/functionList.jsp[]
use://src/main/webapp/webpage/com/jeecg/demo/jformOrderMain2/jformOrderCustomer2/add.jsp[]//html/body/t:formvalid/input/value[]//${mainId}[],def://src/main/java/com/jeecg/demo/controller/JformOrderCustomer2Controller.java[]//goAdd/req.setAttribute[]//mainId[]
use://src/main/webapp/webpage/com/jeecg/demo/jformOrderMain2/main/addOrUpdate.jsp[]//html/body/form/div/ul/li/tab-ajax-url[]//${mainId}[],def://src/main/java/com/jeecg/demo/controller/JformOrderMain2Controller.java[]//goUpdate/req.setAttribute[]//mainId[]
def://src/main/java/org/jeecgframework/web/system/sms/controller/TSSmsController.java[]//goAdd/return/ModelAndView[]//system\/sms\/tSSms-add[],def://src/main/webapp/webpage/system/sms/tSSms-add.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//PieChart2/return/ModelAndView[]//com\/jeecg\/demo\/echartsDemo\/PieChart2[],def://src/main/webapp/webpage/com/jeecg/demo/echartsDemo/PieChart2.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/InterroleController.java[]//addorupdate/return/ModelAndView[]//system\/interrole\/interrole[],def://src/main/webapp/webpage/system/interrole/interrole.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/TSInterfaceController.java[]//addorupdateop/return/ModelAndView[]//system\/operation\/operation[],def://src/main/webapp/webpage/system/operation/operation.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//userOrgList/return/ModelAndView[]//system\/organzation\/comDepartUserList[],def://src/main/webapp/webpage/system/organzation/comDepartUserList.jsp[]
def://src/main/java/org/jeecgframework/web/cgform/controller/template/CgformTemplateController.java[]//goAdd/return/ModelAndView[]//jeecg\/cgform\/template\/cgformTemplate-add[],def://src/main/webapp/webpage/jeecg/cgform/template/cgformTemplate-add.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/DepartAuthGroupController.java[]//departGroupUserList/return/ModelAndView[]//system\/authGroup\/departGroupUserList[],def://src/main/webapp/webpage/system/authGroup/departGroupUserList.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//print/return/ModelAndView[]//com\/jeecg\/demo\/jeecgDemo-print[],def://src/main/webapp/webpage/com/jeecg/demo/jeecgDemo-print.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//goBootStrapTableUpdate/return/ModelAndView[]//com\/jeecg\/demo\/jeecgDemo-bootstrap-update[],def://src/main/webapp/webpage/com/jeecg/demo/jeecgDemo-bootstrap-update.jsp[]
use://src/main/webapp/webpage/system/interrole/dataRuleListForInterface.jsp[]//html/body/c:foreach/items[]//${dataRuleList}[],def://src/main/java/org/jeecgframework/web/system/controller/core/InterroleController.java[]//dataRuleListForInterface/request.setAttribute[]//dataRuleList[]
def://src/main/java/org/jeecgframework/web/system/controller/core/DepartAuthGroupController.java[]//fun/return/ModelAndView[]//system\/authGroup\/departAuthorised[],def://src/main/webapp/webpage/system/authGroup/departAuthorised.jsp[]
use://src/main/webapp/webpage/jeecg/cgreport/core/cgreportConfigParamList.jsp[]//html/body/div/c:foreach/items[]//${cgreportConfigParamList}[],def://src/main/java/org/jeecgframework/web/cgreport/controller/core/CgreportConfigHeadController.java[]//cgreportConfigParamList/req.setAttribute[]//cgreportConfigParamList[]
def://src/main/java/org/jeecgframework/web/system/controller/core/TimeTaskController.java[]//addorupdate/return/ModelAndView[]//system\/timetask\/timeTask[],def://src/main/webapp/webpage/system/timetask/timeTask.jsp[]
use://src/main/webapp/webpage/com/jeecg/demo/jformOrderMain2/main/addOrUpdate.jsp[]//html/body/form/div/ul/li/tab-ajax-url[]//${load}[],def://src/main/java/com/jeecg/demo/controller/JformOrderMain2Controller.java[]//goUpdate/req.setAttribute[]//load[]
def://src/main/java/org/jeecgframework/web/cgreport/controller/core/CgreportConfigHeadController.java[]//cgreportConfigParamList/return/ModelAndView[]//jeecg\/cgreport\/core\/cgreportConfigParamList[],def://src/main/webapp/webpage/jeecg/cgreport/core/cgreportConfigParamList.jsp[]
def://src/main/java/com/jeecg/demo/controller/JfromOrderController.java[]//upload/return/ModelAndView[]//common\/upload\/pub_excel_upload[],def://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/InterroleController.java[]//list/return/ModelAndView[]//system\/interrole\/interroleList[],def://src/main/webapp/webpage/system/interrole/interroleList.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//vueBootstrapTableAdd/return/ModelAndView[]//com\/jeecg\/demo\/vueBootstrapTableAdd[],def://src/main/webapp/webpage/com/jeecg/demo/vueBootstrapTableAdd.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/TSDictTableConfigController.java[]//goUpdate/return/ModelAndView[]//system\/dicttable\/tSDictTableConfig-update[],def://src/main/webapp/webpage/system/dicttable/tSDictTableConfig-update.jsp[]
use://src/main/webapp/webpage/system/operation/operationList.jsp[]//html/body/t:datagrid/t:dgtoolbar/url[]//${functionId}[],def://src/main/java/org/jeecgframework/web/system/controller/core/TSInterfaceController.java[]//operation/request.setAttribute[]//functionId[]
use://src/main/webapp/webpage/jeecg/cgform/button/cgformButtonList.jsp[]//html/body/div/div/t:datagrid/actionurl[]//${formId}[],def://src/main/java/org/jeecgframework/web/cgform/controller/button/CgformButtonController.java[]//cgformButton/request.setAttribute[]//formId[]
use://src/main/webapp/webpage/system/authGroup/departAuthorised.jsp[]//html/body/div/div/div/input/value[]//${gid}[],def://src/main/java/org/jeecgframework/web/system/controller/core/DepartAuthGroupController.java[]//fun/request.setAttribute[]//gid[]
def://src/main/java/com/jeecg/demo/controller/JeecgFormDemoController.java[]//dropDownDatagrid/return/ModelAndView[]//com\/jeecg\/demo\/dropDownDatagrid[],def://src/main/webapp/webpage/com/jeecg/demo/dropDownDatagrid.jsp[]
use://src/main/webapp/webpage/system/organzation/departUserList.jsp[]//html/body/t:datagrid/actionurl[]//${departid}[],def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//userList/request.setAttribute[]//departid[]
def://src/main/java/org/jeecgframework/web/cgform/controller/config/CgFormHeadController.java[]//cgForms/return/ModelAndView[]//jeecg\/cgform\/config\/cgForms[],def://src/main/webapp/webpage/jeecg/cgform/config/cgForms.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/SystemController.java[]//aouTypeGroup/return/ModelAndView[]//system\/type\/typegroup[],def://src/main/webapp/webpage/system/type/typegroup.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//goDraggablePanels/return/ModelAndView[]//com\/jeecg\/demo\/draggablePanels[],def://src/main/webapp/webpage/com/jeecg/demo/draggablePanels.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//collapseDemo/return/ModelAndView[]//com\/jeecg\/demo\/jeecgDemoList-collapse[],def://src/main/webapp/webpage/com/jeecg/demo/jeecgDemoList-collapse.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/LoginController.java[]//fineuiHome/return/ModelAndView[]//main\/fineui_home[],def://src/main/webapp/webpage/main/fineui_home.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/RoleController.java[]//dataRuleListForFunction/return/ModelAndView[]//system\/role\/dataRuleListForFunction[],def://src/main/webapp/webpage/system/role/dataRuleListForFunction.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//upload/return/ModelAndView[]//common\/upload\/pub_excel_upload[],def://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]
use://src/main/webapp/webpage/system/dataLog/diffDataVersion.jsp[]//html/body/c:foreach/items[]//${dataLogDiffs }[],def://src/main/java/org/jeecgframework/web/system/controller/core/SystemController.java[]//diffDataVersion/request.setAttribute[]//dataLogDiffs[]
def://src/main/java/org/jeecgframework/web/system/controller/core/UserController.java[]//changeStyle/return[]//system\/user\/changestyle[],def://src/main/webapp/webpage/system/user/changestyle.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgFormDemoController.java[]//topjuiDemo/return/ModelAndView[]//com\/jeecg\/demo\/form_natures[],def://src/main/webapp/webpage/com/jeecg/demo/form_natures.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//userList/return/ModelAndView[]//system\/organzation\/departUserList[],def://src/main/webapp/webpage/system/organzation/departUserList.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/InterroleController.java[]//dataRuleListForInterface/return/ModelAndView[]//system\/interrole\/dataRuleListForInterface[],def://src/main/webapp/webpage/system/interrole/dataRuleListForInterface.jsp[]
use://src/main/webapp/webpage/jeecg/cgform/cgformftl/cgformFtlList2.jsp[]//html/body/div/div/t:datagrid/t:dgconfopt/url[]//${formid}[],def://src/main/java/org/jeecgframework/web/cgform/controller/cgformftl/CgformFtlController.java[]//cgformFtl2/request.setAttribute[]//formid[]
use://src/main/webapp/webpage/com/jeecg/demo/jformOrderMain2/main/addOrUpdate.jsp[]//html/body/form/input/value[]//${mainId}[],def://src/main/java/com/jeecg/demo/controller/JformOrderMain2Controller.java[]//goUpdate/req.setAttribute[]//mainId[]
def://src/main/java/com/jeecg/demo/controller/JformOrderMainController.java[]//jformOrderTicketList/return/ModelAndView[]//com\/jeecg\/demo\/orderOne2Many\/jformOrderTicketList[],def://src/main/webapp/webpage/com/jeecg/demo/orderOne2Many/jformOrderTicketList.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/SystemController.java[]//typeGroupTabs/return/ModelAndView[]//system\/type\/typeGroupTabs[],def://src/main/webapp/webpage/system/type/typeGroupTabs.jsp[]
def://src/main/java/org/jeecgframework/web/cgreport/controller/core/CgreportConfigHeadController.java[]//goAdd/return/ModelAndView[]//jeecg\/cgreport\/core\/cgreportConfigHead-add[],def://src/main/webapp/webpage/jeecg/cgreport/core/cgreportConfigHead-add.jsp[]
use://src/main/webapp/webpage/jeecg/cgform/cgformftl/cgformFtlList.jsp[]//html/body/div/div/t:datagrid/t:dgdelopt/url[]//${formid}[],def://src/main/java/org/jeecgframework/web/cgform/controller/cgformftl/CgformFtlController.java[]//cgformFtl/request.setAttribute[]//formid[]
def://src/main/java/org/jeecgframework/web/system/controller/core/DepartController.java[]//uploadDepart/return/ModelAndView[]//common\/upload\/pub_excel_upload[],def://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/DepartAuthGroupController.java[]//funDepartRoleAuth/return/ModelAndView[]//system\/authGroup\/departRoleAuthorised[],def://src/main/webapp/webpage/system/authGroup/departRoleAuthorised.jsp[]
def://src/main/java/org/jeecgframework/web/system/controller/core/RoleController.java[]//addorupdate/return/ModelAndView[]//system\/role\/role[],def://src/main/webapp/webpage/system/role/role.jsp[]
use://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]//html/body/t:formvalid/fieldset/div/t:upload/uploader[]//${controller_name}[],def://src/main/java/org/jeecgframework/web/superquery/controller/SuperQueryMainController.java[]//upload/req.setAttribute[]//controller_name[]
def://src/main/java/org/jeecgframework/web/system/controller/core/RoleController.java[]//roleTree/return/ModelAndView[]//system\/role\/roleTree[],def://src/main/webapp/webpage/system/role/roleTree.jsp[]
use://src/main/webapp/webpage/system/organzation/comDepartUserList.jsp[]//html/body/div/div/t:datagrid/t:dgtoolbar/url[]//${departid}[],def://src/main/java/org/jeecgframework/web/system/controller/core/OrganzationController.java[]//userOrgList/request.setAttribute[]//departid[]
use://src/main/webapp/webpage/common/upload/pub_excel_upload.jsp[]//html/body/t:formvalid/fieldset/div/t:upload/uploader[]//${controller_name}[],def://src/main/java/org/jeecgframework/web/black/controller/TsBlackListController.java[]//upload/req.setAttribute[]//controller_name[]
use://src/main/webapp/webpage/system/interrole/interroleUserList.jsp[]//html/body/t:datagrid/t:dgtoolbar/url[]//${roleId}[],def://src/main/java/org/jeecgframework/web/system/controller/core/InterroleController.java[]//userList/request.setAttribute[]//roleId[]
use://src/main/webapp/webpage/com/jeecg/demo/jfromOrderLineList.jsp[]//html/body/c:foreach/items[]//${jfromOrderLineList}[],def://src/main/java/com/jeecg/demo/controller/JfromOrderController.java[]//jfromOrderLineList/req.setAttribute[]//jfromOrderLineList[]
def://src/main/java/org/jeecgframework/web/system/controller/core/UserController.java[]//addorupdate/return/ModelAndView[]//system\/user\/user[],def://src/main/webapp/webpage/system/user/user.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//goFormQuerysBuilder/return/ModelAndView[]//com\/jeecg\/demo\/form_querysBuilder[],def://src/main/webapp/webpage/com/jeecg/demo/form_querysBuilder.jsp[]
use://src/main/webapp/webpage/system/dataRule/ruleDataList.jsp[]//html/body/t:datagrid/actionurl[]//${functionId}[],def://src/main/java/org/jeecgframework/web/system/controller/core/FunctionController.java[]//operationData/request.setAttribute[]//functionId[]
use://src/main/webapp/webpage/jeecg/cgform/cgformftl/cgformFtlList2.jsp[]//html/body/div/div/t:datagrid/t:dgdelopt/url[]//${formid}[],def://src/main/java/org/jeecgframework/web/cgform/controller/cgformftl/CgformFtlController.java[]//cgformFtl2/request.setAttribute[]//formid[]
def://src/main/java/com/jeecg/demo/controller/JeecgFormDemoController.java[]//tabsDemo/return/ModelAndView[]//com\/jeecg\/demo\/tabsDemo[],def://src/main/webapp/webpage/com/jeecg/demo/tabsDemo.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgListDemoController.java[]//querysBuilder/return/ModelAndView[]//com\/jeecg\/demo\/querysBuilderDemo[],def://src/main/webapp/webpage/com/jeecg/demo/querysBuilderDemo.jsp[]
use://src/main/webapp/webpage/main/shortcut_top.jsp[]//html/body/t:menu/menufun[]//${menuMap}[],def://src/main/java/org/jeecgframework/web/system/controller/core/LoginController.java[]//shortcut_top/request.setAttribute[]//menuMap[]
use://src/main/webapp/webpage/system/authGroup/departAuthorised.jsp[]//html/body/div/div/div/input/value[]//${pid}[],def://src/main/java/org/jeecgframework/web/system/controller/core/DepartAuthGroupController.java[]//fun/request.setAttribute[]//pid[]
def://src/main/java/org/jeecgframework/web/system/controller/core/LogController.java[]//userBroswer/return/ModelAndView[]//system\/log\/userBroswer[],def://src/main/webapp/webpage/system/log/userBroswer.jsp[]
def://src/main/java/com/jeecg/demo/controller/JeecgFormDemoController.java[]//goPlupload/return/ModelAndView[]//com\/jeecg\/demo\/plupload\/plupload5[],def://src/main/webapp/webpage/com/jeecg/demo/plupload/plupload5.jsp[]
